"IndicatorName","MeasureType","GeoType","GeoEntity","TimePeriod","DataValue","UnreliabilityFlag"
"Children Under 5 in Poverty","Percent","NTA","MN32","2009-13 ACS","1.56","0"
"Children Under 5 in Poverty","Rank","NTA","MN32","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","MN14","2009-13 ACS","74","0"
"Children Under 5 in Poverty","Percent","NTA","MN14","2009-13 ACS","1.77","0"
"Children Under 5 in Poverty","Rank","NTA","MN14","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","MN33","2009-13 ACS","1313","0"
"Children Under 5 in Poverty","Percent","NTA","MN33","2009-13 ACS","43.55","0"
"Children Under 5 in Poverty","Rank","NTA","MN33","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN12","2009-13 ACS","426","0"
"Children Under 5 in Poverty","Percent","NTA","MN12","2009-13 ACS","5.62","0"
"Children Under 5 in Poverty","Rank","NTA","MN12","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","MN34","2009-13 ACS","1948","0"
"Children Under 5 in Poverty","Percent","NTA","MN34","2009-13 ACS","49.44","0"
"Children Under 5 in Poverty","Rank","NTA","MN34","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN11","2009-13 ACS","1425","0"
"Children Under 5 in Poverty","Percent","NTA","MN11","2009-13 ACS","39.97","0"
"Children Under 5 in Poverty","Rank","NTA","MN11","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN09","2009-13 ACS","426","0"
"Children Under 5 in Poverty","Percent","NTA","MN09","2009-13 ACS","20.33","0"
"Children Under 5 in Poverty","Rank","NTA","MN09","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","MN03","2009-13 ACS","1608","0"
"Children Under 5 in Poverty","Percent","NTA","MN03","2009-13 ACS","31.77","0"
"Children Under 5 in Poverty","Rank","NTA","MN03","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN06","2009-13 ACS","512","0"
"Children Under 5 in Poverty","Percent","NTA","MN06","2009-13 ACS","48.9","0"
"Children Under 5 in Poverty","Rank","NTA","MN06","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN04","2009-13 ACS","1233","0"
"Children Under 5 in Poverty","Percent","NTA","MN04","2009-13 ACS","43.74","0"
"Children Under 5 in Poverty","Rank","NTA","MN04","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN36","2009-13 ACS","1378","0"
"Children Under 5 in Poverty","Percent","NTA","MN36","2009-13 ACS","28.64","0"
"Children Under 5 in Poverty","Rank","NTA","MN36","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","MN35","2009-13 ACS","1456","0"
"Children Under 5 in Poverty","Percent","NTA","MN35","2009-13 ACS","34.49","0"
"Children Under 5 in Poverty","Rank","NTA","MN35","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","MN01","2009-13 ACS","1268","0"
"Children Under 5 in Poverty","Percent","NTA","MN01","2009-13 ACS","41.52","0"
"Children Under 5 in Poverty","Rank","NTA","MN01","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN15","2009-13 ACS","1381","0"
"Children Under 5 in Poverty","Percent","NTA","QN15","2009-13 ACS","25.67","0"
"Children Under 5 in Poverty","Rank","NTA","QN15","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN47","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Percent","NTA","QN47","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Rank","NTA","QN47","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN49","2009-13 ACS","130","0"
"Children Under 5 in Poverty","Percent","NTA","QN49","2009-13 ACS","5.87","0"
"Children Under 5 in Poverty","Rank","NTA","QN49","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN51","2009-13 ACS","349","0"
"Children Under 5 in Poverty","Percent","NTA","QN51","2009-13 ACS","13.28","0"
"Children Under 5 in Poverty","Rank","NTA","QN51","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN10","2009-13 ACS","108","0"
"Children Under 5 in Poverty","Percent","NTA","QN10","2009-13 ACS","7.29","0"
"Children Under 5 in Poverty","Rank","NTA","QN10","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN99","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Percent","NTA","QN99","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Rank","NTA","QN99","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN46","2009-13 ACS","159","0"
"Children Under 5 in Poverty","Percent","NTA","QN46","2009-13 ACS","6.66","0"
"Children Under 5 in Poverty","Rank","NTA","QN46","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN48","2009-13 ACS","65","0"
"Children Under 5 in Poverty","Percent","NTA","QN48","2009-13 ACS","4.89","0"
"Children Under 5 in Poverty","Rank","NTA","QN48","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN22","2009-13 ACS","504","0"
"Children Under 5 in Poverty","Percent","NTA","QN22","2009-13 ACS","18.69","0"
"Children Under 5 in Poverty","Rank","NTA","QN22","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN52","2009-13 ACS","126","0"
"Children Under 5 in Poverty","Percent","NTA","QN52","2009-13 ACS","11.21","0"
"Children Under 5 in Poverty","Rank","NTA","QN52","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN62","2009-13 ACS","191","0"
"Children Under 5 in Poverty","Percent","NTA","QN62","2009-13 ACS","16.57","0"
"Children Under 5 in Poverty","Rank","NTA","QN62","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN38","2009-13 ACS","696","0"
"Children Under 5 in Poverty","Percent","NTA","QN38","2009-13 ACS","35.53","0"
"Children Under 5 in Poverty","Rank","NTA","QN38","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN37","2009-13 ACS","465","0"
"Children Under 5 in Poverty","Percent","NTA","QN37","2009-13 ACS","12.53","0"
"Children Under 5 in Poverty","Rank","NTA","QN37","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN06","2009-13 ACS","244","0"
"Children Under 5 in Poverty","Percent","NTA","QN06","2009-13 ACS","18.09","0"
"Children Under 5 in Poverty","Rank","NTA","QN06","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN42","2009-13 ACS","81","0"
"Children Under 5 in Poverty","Percent","NTA","QN42","2009-13 ACS","4.92","0"
"Children Under 5 in Poverty","Rank","NTA","QN42","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN43","2009-13 ACS","186","0"
"Children Under 5 in Poverty","Percent","NTA","QN43","2009-13 ACS","10.22","0"
"Children Under 5 in Poverty","Rank","NTA","QN43","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN41","2009-13 ACS","255","0"
"Children Under 5 in Poverty","Percent","NTA","QN41","2009-13 ACS","21.41","0"
"Children Under 5 in Poverty","Rank","NTA","QN41","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN45","2009-13 ACS","187","0"
"Children Under 5 in Poverty","Percent","NTA","QN45","2009-13 ACS","12.93","0"
"Children Under 5 in Poverty","Rank","NTA","QN45","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN44","2009-13 ACS","36","0"
"Children Under 5 in Poverty","Percent","NTA","QN44","2009-13 ACS","3.46","0"
"Children Under 5 in Poverty","Rank","NTA","QN44","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN31","2009-13 ACS","343","0"
"Children Under 5 in Poverty","Percent","NTA","QN31","2009-13 ACS","11.09","0"
"Children Under 5 in Poverty","Rank","NTA","QN31","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN53","2009-13 ACS","848","0"
"Children Under 5 in Poverty","Percent","NTA","QN53","2009-13 ACS","18.82","0"
"Children Under 5 in Poverty","Rank","NTA","QN53","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN54","2009-13 ACS","640","0"
"Children Under 5 in Poverty","Percent","NTA","QN54","2009-13 ACS","16.61","0"
"Children Under 5 in Poverty","Rank","NTA","QN54","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN68","2009-13 ACS","362","0"
"Children Under 5 in Poverty","Percent","NTA","QN68","2009-13 ACS","29.08","0"
"Children Under 5 in Poverty","Rank","NTA","QN68","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN56","2009-13 ACS","302","0"
"Children Under 5 in Poverty","Percent","NTA","QN56","2009-13 ACS","18.45","0"
"Children Under 5 in Poverty","Rank","NTA","QN56","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN70","2009-13 ACS","562","0"
"Children Under 5 in Poverty","Percent","NTA","QN70","2009-13 ACS","19.01","0"
"Children Under 5 in Poverty","Rank","NTA","QN70","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN57","2009-13 ACS","127","0"
"Children Under 5 in Poverty","Percent","NTA","QN57","2009-13 ACS","9.03","0"
"Children Under 5 in Poverty","Rank","NTA","QN57","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN71","2009-13 ACS","401","0"
"Children Under 5 in Poverty","Percent","NTA","QN71","2009-13 ACS","23.33","0"
"Children Under 5 in Poverty","Rank","NTA","QN71","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN55","2009-13 ACS","760","0"
"Children Under 5 in Poverty","Percent","NTA","QN55","2009-13 ACS","17.39","0"
"Children Under 5 in Poverty","Rank","NTA","QN55","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN72","2009-13 ACS","353","0"
"Children Under 5 in Poverty","Percent","NTA","QN72","2009-13 ACS","16.45","0"
"Children Under 5 in Poverty","Rank","NTA","QN72","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN60","2009-13 ACS","164","0"
"Children Under 5 in Poverty","Percent","NTA","QN60","2009-13 ACS","12.27","0"
"Children Under 5 in Poverty","Rank","NTA","QN60","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN76","2009-13 ACS","311","0"
"Children Under 5 in Poverty","Percent","NTA","QN76","2009-13 ACS","15.28","0"
"Children Under 5 in Poverty","Rank","NTA","QN76","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN01","2009-13 ACS","1079","0"
"Children Under 5 in Poverty","Percent","NTA","QN01","2009-13 ACS","37.7","0"
"Children Under 5 in Poverty","Rank","NTA","QN01","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN61","2009-13 ACS","1587","0"
"Children Under 5 in Poverty","Percent","NTA","QN61","2009-13 ACS","42.63","0"
"Children Under 5 in Poverty","Rank","NTA","QN61","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN35","2009-13 ACS","453","0"
"Children Under 5 in Poverty","Percent","NTA","QN35","2009-13 ACS","20.09","0"
"Children Under 5 in Poverty","Rank","NTA","QN35","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN50","2009-13 ACS","250","0"
"Children Under 5 in Poverty","Percent","NTA","QN50","2009-13 ACS","19.13","0"
"Children Under 5 in Poverty","Rank","NTA","QN50","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN63","2009-13 ACS","449","0"
"Children Under 5 in Poverty","Percent","NTA","QN63","2009-13 ACS","18.41","0"
"Children Under 5 in Poverty","Rank","NTA","QN63","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN29","2009-13 ACS","1222","0"
"Children Under 5 in Poverty","Percent","NTA","QN29","2009-13 ACS","23.42","0"
"Children Under 5 in Poverty","Rank","NTA","QN29","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN28","2009-13 ACS","1333","0"
"Children Under 5 in Poverty","Percent","NTA","QN28","2009-13 ACS","22.03","0"
"Children Under 5 in Poverty","Rank","NTA","QN28","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN08","2009-13 ACS","423","0"
"Children Under 5 in Poverty","Percent","NTA","QN08","2009-13 ACS","13.52","0"
"Children Under 5 in Poverty","Rank","NTA","QN08","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN02","2009-13 ACS","171","0"
"Children Under 5 in Poverty","Percent","NTA","QN02","2009-13 ACS","11.98","0"
"Children Under 5 in Poverty","Rank","NTA","QN02","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN03","2009-13 ACS","174","0"
"Children Under 5 in Poverty","Percent","NTA","QN03","2009-13 ACS","16.76","0"
"Children Under 5 in Poverty","Rank","NTA","QN03","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN66","2009-13 ACS","79","0"
"Children Under 5 in Poverty","Percent","NTA","QN66","2009-13 ACS","6.23","0"
"Children Under 5 in Poverty","Rank","NTA","QN66","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN98","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Percent","NTA","QN98","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Rank","NTA","QN98","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN27","2009-13 ACS","356","0"
"Children Under 5 in Poverty","Percent","NTA","QN27","2009-13 ACS","24.48","0"
"Children Under 5 in Poverty","Rank","NTA","QN27","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN26","2009-13 ACS","1369","0"
"Children Under 5 in Poverty","Percent","NTA","QN26","2009-13 ACS","31.13","0"
"Children Under 5 in Poverty","Rank","NTA","QN26","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN25","2009-13 ACS","1141","0"
"Children Under 5 in Poverty","Percent","NTA","QN25","2009-13 ACS","27.38","0"
"Children Under 5 in Poverty","Rank","NTA","QN25","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN07","2009-13 ACS","221","0"
"Children Under 5 in Poverty","Percent","NTA","QN07","2009-13 ACS","22.6","0"
"Children Under 5 in Poverty","Rank","NTA","QN07","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN30","2009-13 ACS","170","0"
"Children Under 5 in Poverty","Percent","NTA","QN30","2009-13 ACS","10.47","0"
"Children Under 5 in Poverty","Rank","NTA","QN30","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN34","2009-13 ACS","556","0"
"Children Under 5 in Poverty","Percent","NTA","QN34","2009-13 ACS","18.5","0"
"Children Under 5 in Poverty","Rank","NTA","QN34","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN21","2009-13 ACS","57","0"
"Children Under 5 in Poverty","Percent","NTA","QN21","2009-13 ACS","3.39","0"
"Children Under 5 in Poverty","Rank","NTA","QN21","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN33","2009-13 ACS","27","0"
"Children Under 5 in Poverty","Percent","NTA","QN33","2009-13 ACS","3.7","0"
"Children Under 5 in Poverty","Rank","NTA","QN33","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN20","2009-13 ACS","1634","0"
"Children Under 5 in Poverty","Percent","NTA","QN20","2009-13 ACS","30.82","0"
"Children Under 5 in Poverty","Rank","NTA","QN20","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","QN19","2009-13 ACS","304","0"
"Children Under 5 in Poverty","Percent","NTA","QN19","2009-13 ACS","16.97","0"
"Children Under 5 in Poverty","Rank","NTA","QN19","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","QN05","2009-13 ACS","233","0"
"Children Under 5 in Poverty","Percent","NTA","QN05","2009-13 ACS","11.97","0"
"Children Under 5 in Poverty","Rank","NTA","QN05","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN17","2009-13 ACS","377","0"
"Children Under 5 in Poverty","Percent","NTA","QN17","2009-13 ACS","7.87","0"
"Children Under 5 in Poverty","Rank","NTA","QN17","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN18","2009-13 ACS","96","0"
"Children Under 5 in Poverty","Percent","NTA","QN18","2009-13 ACS","5.58","0"
"Children Under 5 in Poverty","Rank","NTA","QN18","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN23","2009-13 ACS","104","0"
"Children Under 5 in Poverty","Percent","NTA","QN23","2009-13 ACS","6.86","0"
"Children Under 5 in Poverty","Rank","NTA","QN23","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","QN12","2009-13 ACS","1299","0"
"Children Under 5 in Poverty","Percent","NTA","QN12","2009-13 ACS","45.53","0"
"Children Under 5 in Poverty","Rank","NTA","QN12","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","SI99","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Percent","NTA","SI99","2009-13 ACS","0","0"
"Children Under 5 in Poverty","Rank","NTA","SI99","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI22","2009-13 ACS","1005","0"
"Children Under 5 in Poverty","Percent","NTA","SI22","2009-13 ACS","40.25","0"
"Children Under 5 in Poverty","Rank","NTA","SI22","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","SI37","2009-13 ACS","562","0"
"Children Under 5 in Poverty","Percent","NTA","SI37","2009-13 ACS","34.69","0"
"Children Under 5 in Poverty","Rank","NTA","SI37","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","SI14","2009-13 ACS","104","0"
"Children Under 5 in Poverty","Percent","NTA","SI14","2009-13 ACS","10.47","0"
"Children Under 5 in Poverty","Rank","NTA","SI14","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI08","2009-13 ACS","529","0"
"Children Under 5 in Poverty","Percent","NTA","SI08","2009-13 ACS","30.32","0"
"Children Under 5 in Poverty","Rank","NTA","SI08","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","SI35","2009-13 ACS","260","0"
"Children Under 5 in Poverty","Percent","NTA","SI35","2009-13 ACS","19.77","0"
"Children Under 5 in Poverty","Rank","NTA","SI35","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","SI36","2009-13 ACS","164","0"
"Children Under 5 in Poverty","Percent","NTA","SI36","2009-13 ACS","12.8","0"
"Children Under 5 in Poverty","Rank","NTA","SI36","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI45","2009-13 ACS","87","0"
"Children Under 5 in Poverty","Percent","NTA","SI45","2009-13 ACS","6.04","0"
"Children Under 5 in Poverty","Rank","NTA","SI45","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI25","2009-13 ACS","54","0"
"Children Under 5 in Poverty","Percent","NTA","SI25","2009-13 ACS","4.75","0"
"Children Under 5 in Poverty","Rank","NTA","SI25","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI54","2009-13 ACS","218","0"
"Children Under 5 in Poverty","Percent","NTA","SI54","2009-13 ACS","10.97","0"
"Children Under 5 in Poverty","Rank","NTA","SI54","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI07","2009-13 ACS","137","0"
"Children Under 5 in Poverty","Percent","NTA","SI07","2009-13 ACS","9.26","0"
"Children Under 5 in Poverty","Rank","NTA","SI07","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI01","2009-13 ACS","139","0"
"Children Under 5 in Poverty","Percent","NTA","SI01","2009-13 ACS","10.01","0"
"Children Under 5 in Poverty","Rank","NTA","SI01","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI48","2009-13 ACS","94","0"
"Children Under 5 in Poverty","Percent","NTA","SI48","2009-13 ACS","8.41","0"
"Children Under 5 in Poverty","Rank","NTA","SI48","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI05","2009-13 ACS","449","0"
"Children Under 5 in Poverty","Percent","NTA","SI05","2009-13 ACS","19.85","0"
"Children Under 5 in Poverty","Rank","NTA","SI05","2009-13 ACS","2","0"
"Children Under 5 in Poverty","Number","NTA","SI24","2009-13 ACS","104","0"
"Children Under 5 in Poverty","Percent","NTA","SI24","2009-13 ACS","8.08","0"
"Children Under 5 in Poverty","Rank","NTA","SI24","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI28","2009-13 ACS","635","0"
"Children Under 5 in Poverty","Percent","NTA","SI28","2009-13 ACS","36.71","0"
"Children Under 5 in Poverty","Rank","NTA","SI28","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","SI32","2009-13 ACS","49","0"
"Children Under 5 in Poverty","Percent","NTA","SI32","2009-13 ACS","4.79","0"
"Children Under 5 in Poverty","Rank","NTA","SI32","2009-13 ACS","1","0"
"Children Under 5 in Poverty","Number","NTA","SI12","2009-13 ACS","781","0"
"Children Under 5 in Poverty","Percent","NTA","SI12","2009-13 ACS","34.7","0"
"Children Under 5 in Poverty","Rank","NTA","SI12","2009-13 ACS","3","0"
"Children Under 5 in Poverty","Number","NTA","SI11","2009-13 ACS","32","0"
"Children Under 5 in Poverty","Percent","NTA","SI11","2009-13 ACS","2.17","0"
"Children Under 5 in Poverty","Rank","NTA","SI11","2009-13 ACS","1","0"